id,station,median_temp_c,reading_count,readings,trace_id,captured_at,created_at
31,KLGA,2.7777777,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T13:20:10Z"", ""windDir"": 180, ""humidity"": 99, ""pressure"": 30.42, ""windGust"": 12, ""dewpointF"": 49, ""windSpeed"": 7}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 36.9, ""obsTime"": ""2026-03-24T13:20:00Z"", ""windDir"": 349, ""humidity"": 52, ""pressure"": 30.34, ""windGust"": 10.3, ""dewpointF"": 20.9, ""windSpeed"": 8.9}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 37, ""obsTime"": ""2026-03-24T13:20:00Z"", ""windDir"": 282, ""humidity"": 55, ""pressure"": 29.99, ""windGust"": 4.5, ""dewpointF"": 22.4, ""windSpeed"": 2.9}]",ruth-pws-klga-20260324-132050192,2026-03-24 13:20:50.192+00,2026-03-24 13:20:50.194499+00
32,KMIA,21.305555,2,"[{""pwsId"": ""KFLMIAMI706"", ""tempF"": 70.2, ""obsTime"": ""2026-03-24T13:20:44Z"", ""windDir"": 22, ""humidity"": 75, ""pressure"": 30.15, ""windGust"": 2.2, ""dewpointF"": 61.9, ""windSpeed"": 1.3}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 70.5, ""obsTime"": ""2026-03-24T13:20:27Z"", ""windDir"": 0, ""humidity"": 82, ""pressure"": 30.12, ""windGust"": 3, ""dewpointF"": 64, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-132050371,2026-03-24 13:20:50.371+00,2026-03-24 13:20:50.377474+00
33,KATL,11.611111,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 52.9, ""obsTime"": ""2026-03-24T13:20:00Z"", ""windDir"": 66, ""humidity"": 32, ""pressure"": 30.28, ""windGust"": 4.5, ""dewpointF"": 23.7, ""windSpeed"": 1.4}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 52.8, ""obsTime"": ""2026-03-24T13:20:11Z"", ""windDir"": 68, ""humidity"": 36, ""pressure"": 30.36, ""windGust"": 1.6, ""dewpointF"": 26.6, ""windSpeed"": 1.1}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 53.1, ""obsTime"": ""2026-03-24T13:20:43Z"", ""windDir"": 335, ""humidity"": 41, ""pressure"": 29.37, ""windGust"": 5, ""dewpointF"": 30, ""windSpeed"": 2}]",ruth-pws-katl-20260324-132050557,2026-03-24 13:20:50.557+00,2026-03-24 13:20:50.560264+00
34,EGLC,13,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 55.4, ""obsTime"": ""2026-03-24T13:20:00Z"", ""windDir"": 224, ""humidity"": 74, ""pressure"": 29.91, ""windGust"": 6.9, ""dewpointF"": 47.3, ""windSpeed"": 5.1}, {""pwsId"": ""ILONDO873"", ""tempF"": 56.1, ""obsTime"": ""2026-03-24T13:20:42Z"", ""windDir"": 270, ""humidity"": 77, ""pressure"": 30.5, ""windGust"": 5.8, ""dewpointF"": 48.9, ""windSpeed"": 5.1}, {""pwsId"": ""ILONDO636"", ""tempF"": 54.9, ""obsTime"": ""2026-03-24T13:20:47Z"", ""windDir"": 282, ""humidity"": 80, ""pressure"": 29.9, ""windGust"": 14.8, ""dewpointF"": 48.9, ""windSpeed"": 6.9}]",ruth-pws-eglc-20260324-132050781,2026-03-24 13:20:50.781+00,2026-03-24 13:20:50.784304+00
35,LFPG,18.555555,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 64.9, ""obsTime"": ""2026-03-24T13:20:42Z"", ""windDir"": 308, ""humidity"": 39, ""pressure"": 29.74, ""windGust"": 5.8, ""dewpointF"": 39.4, ""windSpeed"": 2.9}, {""pwsId"": ""ITREMB16"", ""tempF"": 65.4, ""obsTime"": ""2026-03-24T13:20:16Z"", ""windDir"": 68, ""humidity"": 42, ""pressure"": 30.3, ""windGust"": 0.7, ""dewpointF"": 41.7, ""windSpeed"": 0.7}, {""pwsId"": ""IMITRY1"", ""tempF"": 66, ""obsTime"": ""2026-03-24T13:20:38Z"", ""windDir"": 229, ""humidity"": 46, ""pressure"": 30.26, ""windGust"": 2.5, ""dewpointF"": 44.8, ""windSpeed"": 0.2}]",ruth-pws-lfpg-20260324-132051049,2026-03-24 13:20:51.049+00,2026-03-24 13:20:51.051534+00
36,CYYZ,-1.6111112,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 30.6, ""obsTime"": ""2026-03-24T13:15:23Z"", ""windDir"": 195, ""humidity"": 67, ""pressure"": 30.44, ""windGust"": 7, ""dewpointF"": 21, ""windSpeed"": 3}, {""pwsId"": ""ITORON111"", ""tempF"": 27.9, ""obsTime"": ""2026-03-24T13:20:00Z"", ""windDir"": 330, ""humidity"": 70, ""pressure"": 30.37, ""windGust"": 1.1, ""dewpointF"": 19.4, ""windSpeed"": 0.9}, {""pwsId"": ""ITORON175"", ""tempF"": 29.1, ""obsTime"": ""2026-03-24T13:20:41Z"", ""windDir"": 247, ""humidity"": 65, ""pressure"": 30.57, ""windGust"": 2.4, ""dewpointF"": 19, ""windSpeed"": 2.4}]",ruth-pws-cyyz-20260324-132051211,2026-03-24 13:20:51.211+00,2026-03-24 13:20:51.215628+00
37,KSEA,6.388889,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 43.5, ""obsTime"": ""2026-03-24T13:21:00Z"", ""windDir"": 206, ""humidity"": 95, ""pressure"": 29.45, ""windGust"": 1.1, ""dewpointF"": 42.2, ""windSpeed"": 0.4}, {""pwsId"": ""KWASEATT2470"", ""tempF"": 43.5, ""obsTime"": ""2026-03-24T13:20:00Z"", ""windDir"": 80, ""humidity"": 94, ""pressure"": 29.85, ""windGust"": 3, ""dewpointF"": 41.9, ""windSpeed"": 0}]",ruth-pws-ksea-20260324-132149657,2026-03-24 13:21:49.657+00,2026-03-24 13:21:49.667874+00
38,KDAL,16.11111,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 61, ""obsTime"": ""2026-03-24T12:55:00Z"", ""windDir"": 118, ""humidity"": 59, ""pressure"": 30.1, ""windGust"": 1.3, ""dewpointF"": 46.6, ""windSpeed"": 0.2}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 61.3, ""obsTime"": ""2026-03-24T13:21:40Z"", ""windDir"": 207, ""humidity"": 63, ""pressure"": 29.53, ""windGust"": 4.5, ""dewpointF"": 48.7, ""windSpeed"": 1.6}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 60.4, ""obsTime"": ""2026-03-24T13:21:45Z"", ""windDir"": 192, ""humidity"": 62, ""pressure"": 29.54, ""windGust"": 2.2, ""dewpointF"": 47.3, ""windSpeed"": 1.3}]",ruth-pws-kdal-20260324-132149823,2026-03-24 13:21:49.823+00,2026-03-24 13:21:49.826334+00
39,KORD,0.7222222,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 33.3, ""obsTime"": ""2026-03-24T13:21:35Z"", ""windDir"": 45, ""humidity"": 73, ""pressure"": 30.43, ""windGust"": 0, ""dewpointF"": 26, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 33.1, ""obsTime"": ""2026-03-24T13:20:00Z"", ""windDir"": 188, ""humidity"": 54, ""pressure"": 29.7, ""windGust"": 11.4, ""dewpointF"": 18.3, ""windSpeed"": 6}, {""pwsId"": ""KILROSEM2"", ""tempF"": 33.7, ""obsTime"": ""2026-03-24T13:20:45Z"", ""windDir"": 119, ""humidity"": 57, ""pressure"": 30.38, ""windGust"": 12, ""dewpointF"": 20, ""windSpeed"": 1}]",ruth-pws-kord-20260324-132149973,2026-03-24 13:21:49.973+00,2026-03-24 13:21:49.977428+00
40,KLGA,3,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T13:21:45Z"", ""windDir"": 293, ""humidity"": 99, ""pressure"": 30.42, ""windGust"": 13, ""dewpointF"": 49, ""windSpeed"": 13}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 36.5, ""obsTime"": ""2026-03-24T13:21:44Z"", ""windDir"": 18, ""humidity"": 54, ""pressure"": 30.34, ""windGust"": 11.4, ""dewpointF"": 21.4, ""windSpeed"": 10.3}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 37.4, ""obsTime"": ""2026-03-24T13:21:00Z"", ""windDir"": 156, ""humidity"": 54, ""pressure"": 29.99, ""windGust"": 4.5, ""dewpointF"": 22.3, ""windSpeed"": 3.4}]",ruth-pws-klga-20260324-132150131,2026-03-24 13:21:50.131+00,2026-03-24 13:21:50.134832+00
41,KMIA,21.305555,2,"[{""pwsId"": ""KFLMIAMI706"", ""tempF"": 70.2, ""obsTime"": ""2026-03-24T13:21:32Z"", ""windDir"": 329, ""humidity"": 75, ""pressure"": 30.15, ""windGust"": 3.4, ""dewpointF"": 61.9, ""windSpeed"": 2.9}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 70.5, ""obsTime"": ""2026-03-24T13:20:27Z"", ""windDir"": 0, ""humidity"": 82, ""pressure"": 30.12, ""windGust"": 3, ""dewpointF"": 64, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-132150325,2026-03-24 13:21:50.325+00,2026-03-24 13:21:50.328204+00
42,KATL,11.611111,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 52.9, ""obsTime"": ""2026-03-24T13:20:00Z"", ""windDir"": 66, ""humidity"": 32, ""pressure"": 30.28, ""windGust"": 4.5, ""dewpointF"": 23.7, ""windSpeed"": 1.4}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 52.8, ""obsTime"": ""2026-03-24T13:21:11Z"", ""windDir"": 135, ""humidity"": 37, ""pressure"": 30.36, ""windGust"": 0.7, ""dewpointF"": 27.3, ""windSpeed"": 0.2}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 53.2, ""obsTime"": ""2026-03-24T13:21:40Z"", ""windDir"": 302, ""humidity"": 42, ""pressure"": 29.37, ""windGust"": 5, ""dewpointF"": 30.7, ""windSpeed"": 0}]",ruth-pws-katl-20260324-132150493,2026-03-24 13:21:50.493+00,2026-03-24 13:21:50.495847+00
43,EGLC,12.888889,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 55.2, ""obsTime"": ""2026-03-24T13:21:00Z"", ""windDir"": 253, ""humidity"": 74, ""pressure"": 29.91, ""windGust"": 6.9, ""dewpointF"": 47.1, ""windSpeed"": 4}, {""pwsId"": ""ILONDO873"", ""tempF"": 56.1, ""obsTime"": ""2026-03-24T13:21:42Z"", ""windDir"": 248, ""humidity"": 77, ""pressure"": 30.5, ""windGust"": 4.6, ""dewpointF"": 48.9, ""windSpeed"": 4}, {""pwsId"": ""ILONDO636"", ""tempF"": 54.9, ""obsTime"": ""2026-03-24T13:21:38Z"", ""windDir"": 213, ""humidity"": 80, ""pressure"": 29.9, ""windGust"": 14.8, ""dewpointF"": 48.9, ""windSpeed"": 6.9}]",ruth-pws-eglc-20260324-132150684,2026-03-24 13:21:50.684+00,2026-03-24 13:21:50.686624+00
44,LFPG,18.61111,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 64.9, ""obsTime"": ""2026-03-24T13:21:46Z"", ""windDir"": 12, ""humidity"": 39, ""pressure"": 29.76, ""windGust"": 5.8, ""dewpointF"": 39.4, ""windSpeed"": 4}, {""pwsId"": ""ITREMB16"", ""tempF"": 65.5, ""obsTime"": ""2026-03-24T13:21:17Z"", ""windDir"": 338, ""humidity"": 41, ""pressure"": 30.3, ""windGust"": 2.2, ""dewpointF"": 41.2, ""windSpeed"": 0.9}, {""pwsId"": ""IMITRY1"", ""tempF"": 66, ""obsTime"": ""2026-03-24T13:21:39Z"", ""windDir"": 138, ""humidity"": 47, ""pressure"": 30.25, ""windGust"": 4.9, ""dewpointF"": 45.3, ""windSpeed"": 1.3}]",ruth-pws-lfpg-20260324-132150870,2026-03-24 13:21:50.87+00,2026-03-24 13:21:50.874445+00
45,CYYZ,-1.5,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 30.6, ""obsTime"": ""2026-03-24T13:15:23Z"", ""windDir"": 195, ""humidity"": 67, ""pressure"": 30.44, ""windGust"": 7, ""dewpointF"": 21, ""windSpeed"": 3}, {""pwsId"": ""ITORON111"", ""tempF"": 28, ""obsTime"": ""2026-03-24T13:21:00Z"", ""windDir"": 4, ""humidity"": 71, ""pressure"": 30.38, ""windGust"": 2.2, ""dewpointF"": 19.8, ""windSpeed"": 0.7}, {""pwsId"": ""ITORON175"", ""tempF"": 29.3, ""obsTime"": ""2026-03-24T13:21:52Z"", ""windDir"": 247, ""humidity"": 64, ""pressure"": 30.57, ""windGust"": 2.9, ""dewpointF"": 18.6, ""windSpeed"": 2.9}]",ruth-pws-cyyz-20260324-132156200,2026-03-24 13:21:56.2+00,2026-03-24 13:21:56.20534+00
46,KSEA,6.388889,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 43.5, ""obsTime"": ""2026-03-24T13:21:00Z"", ""windDir"": 206, ""humidity"": 95, ""pressure"": 29.45, ""windGust"": 1.1, ""dewpointF"": 42.2, ""windSpeed"": 0.4}, {""pwsId"": ""KWASEATT2470"", ""tempF"": 43.5, ""obsTime"": ""2026-03-24T13:21:00Z"", ""windDir"": 80, ""humidity"": 94, ""pressure"": 29.85, ""windGust"": 3, ""dewpointF"": 41.9, ""windSpeed"": 0}]",ruth-pws-ksea-20260324-132249693,2026-03-24 13:22:49.693+00,2026-03-24 13:22:49.703618+00
47,KDAL,16.11111,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 61, ""obsTime"": ""2026-03-24T13:15:00Z"", ""windDir"": 142, ""humidity"": 60, ""pressure"": 30.1, ""windGust"": 2.1, ""dewpointF"": 46.9, ""windSpeed"": 0.2}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 61.5, ""obsTime"": ""2026-03-24T13:22:44Z"", ""windDir"": 242, ""humidity"": 63, ""pressure"": 29.53, ""windGust"": 4.7, ""dewpointF"": 48.9, ""windSpeed"": 3.1}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 60.4, ""obsTime"": ""2026-03-24T13:22:33Z"", ""windDir"": 191, ""humidity"": 62, ""pressure"": 29.54, ""windGust"": 2.2, ""dewpointF"": 47.3, ""windSpeed"": 0.2}]",ruth-pws-kdal-20260324-132249879,2026-03-24 13:22:49.879+00,2026-03-24 13:22:49.882432+00
48,KORD,0.7222222,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 33.3, ""obsTime"": ""2026-03-24T13:22:47Z"", ""windDir"": 45, ""humidity"": 74, ""pressure"": 30.43, ""windGust"": 0, ""dewpointF"": 26, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 33.1, ""obsTime"": ""2026-03-24T13:21:00Z"", ""windDir"": 182, ""humidity"": 54, ""pressure"": 29.7, ""windGust"": 12.5, ""dewpointF"": 18.3, ""windSpeed"": 5.4}, {""pwsId"": ""KILROSEM2"", ""tempF"": 33.8, ""obsTime"": ""2026-03-24T13:21:45Z"", ""windDir"": 162, ""humidity"": 57, ""pressure"": 30.38, ""windGust"": 12, ""dewpointF"": 20, ""windSpeed"": 6}]",ruth-pws-kord-20260324-132250022,2026-03-24 13:22:50.022+00,2026-03-24 13:22:50.02475+00
49,KLGA,3.2222223,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T13:22:34Z"", ""windDir"": 293, ""humidity"": 99, ""pressure"": 30.42, ""windGust"": 13, ""dewpointF"": 49, ""windSpeed"": 7}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 36.5, ""obsTime"": ""2026-03-24T13:22:32Z"", ""windDir"": 353, ""humidity"": 54, ""pressure"": 30.35, ""windGust"": 6.9, ""dewpointF"": 21.4, ""windSpeed"": 4.9}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 37.8, ""obsTime"": ""2026-03-24T13:22:00Z"", ""windDir"": 238, ""humidity"": 54, ""pressure"": 29.99, ""windGust"": 2.2, ""dewpointF"": 22.7, ""windSpeed"": 0.9}]",ruth-pws-klga-20260324-132250182,2026-03-24 13:22:50.182+00,2026-03-24 13:22:50.185041+00
50,KMIA,21.333334,2,"[{""pwsId"": ""KFLMIAMI706"", ""tempF"": 70.3, ""obsTime"": ""2026-03-24T13:22:36Z"", ""windDir"": 358, ""humidity"": 75, ""pressure"": 30.15, ""windGust"": 3.4, ""dewpointF"": 62.1, ""windSpeed"": 2.5}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 70.5, ""obsTime"": ""2026-03-24T13:20:27Z"", ""windDir"": 0, ""humidity"": 82, ""pressure"": 30.12, ""windGust"": 3, ""dewpointF"": 64, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-132250464,2026-03-24 13:22:50.464+00,2026-03-24 13:22:50.467544+00
51,KATL,11.611111,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 52.9, ""obsTime"": ""2026-03-24T13:20:00Z"", ""windDir"": 66, ""humidity"": 32, ""pressure"": 30.28, ""windGust"": 4.5, ""dewpointF"": 23.7, ""windSpeed"": 1.4}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 52.9, ""obsTime"": ""2026-03-24T13:22:11Z"", ""windDir"": 68, ""humidity"": 37, ""pressure"": 30.35, ""windGust"": 1.6, ""dewpointF"": 27.3, ""windSpeed"": 1.1}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 53.1, ""obsTime"": ""2026-03-24T13:22:43Z"", ""windDir"": 288, ""humidity"": 41, ""pressure"": 29.37, ""windGust"": 5, ""dewpointF"": 30, ""windSpeed"": 1}]",ruth-pws-katl-20260324-132250620,2026-03-24 13:22:50.62+00,2026-03-24 13:22:50.622597+00
52,EGLC,12.888889,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 55.2, ""obsTime"": ""2026-03-24T13:22:00Z"", ""windDir"": 151, ""humidity"": 74, ""pressure"": 29.9, ""windGust"": 9.2, ""dewpointF"": 47.1, ""windSpeed"": 6.5}, {""pwsId"": ""ILONDO873"", ""tempF"": 56.1, ""obsTime"": ""2026-03-24T13:22:42Z"", ""windDir"": 292, ""humidity"": 77, ""pressure"": 30.5, ""windGust"": 8.9, ""dewpointF"": 48.9, ""windSpeed"": 8}, {""pwsId"": ""ILONDO636"", ""tempF"": 55, ""obsTime"": ""2026-03-24T13:22:46Z"", ""windDir"": 220, ""humidity"": 80, ""pressure"": 29.9, ""windGust"": 12.5, ""dewpointF"": 49.1, ""windSpeed"": 8.5}]",ruth-pws-eglc-20260324-132250796,2026-03-24 13:22:50.796+00,2026-03-24 13:22:50.799524+00
53,LFPG,18.666666,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 64.9, ""obsTime"": ""2026-03-24T13:22:42Z"", ""windDir"": 282, ""humidity"": 39, ""pressure"": 29.75, ""windGust"": 6.9, ""dewpointF"": 39.4, ""windSpeed"": 2}, {""pwsId"": ""ITREMB16"", ""tempF"": 65.6, ""obsTime"": ""2026-03-24T13:22:17Z"", ""windDir"": 68, ""humidity"": 40, ""pressure"": 30.3, ""windGust"": 1.6, ""dewpointF"": 40.6, ""windSpeed"": 0.7}, {""pwsId"": ""IMITRY1"", ""tempF"": 66, ""obsTime"": ""2026-03-24T13:22:43Z"", ""windDir"": 309, ""humidity"": 46, ""pressure"": 30.25, ""windGust"": 7.4, ""dewpointF"": 44.8, ""windSpeed"": 4.3}]",ruth-pws-lfpg-20260324-132250997,2026-03-24 13:22:50.997+00,2026-03-24 13:22:51.004297+00
54,CYYZ,-1.5,3,"[{""pwsId"": ""IONTARIO1108"", ""tempF"": 30.6, ""obsTime"": ""2026-03-24T13:15:23Z"", ""windDir"": 195, ""humidity"": 67, ""pressure"": 30.44, ""windGust"": 7, ""dewpointF"": 21, ""windSpeed"": 3}, {""pwsId"": ""ITORON111"", ""tempF"": 28, ""obsTime"": ""2026-03-24T13:22:00Z"", ""windDir"": 330, ""humidity"": 69, ""pressure"": 30.37, ""windGust"": 1.1, ""dewpointF"": 19.2, ""windSpeed"": 0.2}, {""pwsId"": ""ITORON175"", ""tempF"": 29.3, ""obsTime"": ""2026-03-24T13:22:52Z"", ""windDir"": 247, ""humidity"": 64, ""pressure"": 30.57, ""windGust"": 1.7, ""dewpointF"": 18.6, ""windSpeed"": 1.7}]",ruth-pws-cyyz-20260324-132256187,2026-03-24 13:22:56.187+00,2026-03-24 13:22:56.194086+00
55,KSEA,6.388889,2,"[{""pwsId"": ""KWASEATT2476"", ""tempF"": 43.5, ""obsTime"": ""2026-03-24T13:21:00Z"", ""windDir"": 206, ""humidity"": 95, ""pressure"": 29.45, ""windGust"": 1.1, ""dewpointF"": 42.2, ""windSpeed"": 0.4}, {""pwsId"": ""KWASEATT2470"", ""tempF"": 43.5, ""obsTime"": ""2026-03-24T13:23:00Z"", ""windDir"": 80, ""humidity"": 94, ""pressure"": 29.85, ""windGust"": 3, ""dewpointF"": 41.9, ""windSpeed"": 0}]",ruth-pws-ksea-20260324-132349654,2026-03-24 13:23:49.654+00,2026-03-24 13:23:49.663176+00
56,KDAL,16.11111,3,"[{""pwsId"": ""KTXDALLA1343"", ""tempF"": 61, ""obsTime"": ""2026-03-24T13:15:00Z"", ""windDir"": 142, ""humidity"": 60, ""pressure"": 30.1, ""windGust"": 2.1, ""dewpointF"": 46.9, ""windSpeed"": 0.2}, {""pwsId"": ""KTXDALLA1236"", ""tempF"": 61.5, ""obsTime"": ""2026-03-24T13:23:32Z"", ""windDir"": 324, ""humidity"": 62, ""pressure"": 29.53, ""windGust"": 5.6, ""dewpointF"": 48.4, ""windSpeed"": 2}, {""pwsId"": ""KTXDALLA843"", ""tempF"": 60.4, ""obsTime"": ""2026-03-24T13:23:37Z"", ""windDir"": 89, ""humidity"": 62, ""pressure"": 29.54, ""windGust"": 3.4, ""dewpointF"": 47.3, ""windSpeed"": 1.8}]",ruth-pws-kdal-20260324-132349791,2026-03-24 13:23:49.791+00,2026-03-24 13:23:49.794069+00
57,KORD,0.7222222,3,"[{""pwsId"": ""KILROSEM4"", ""tempF"": 33.3, ""obsTime"": ""2026-03-24T13:23:41Z"", ""windDir"": 45, ""humidity"": 74, ""pressure"": 30.43, ""windGust"": 0, ""dewpointF"": 26, ""windSpeed"": 0}, {""pwsId"": ""KILBENSE15"", ""tempF"": 33.1, ""obsTime"": ""2026-03-24T13:22:00Z"", ""windDir"": 179, ""humidity"": 54, ""pressure"": 29.7, ""windGust"": 9.2, ""dewpointF"": 18.3, ""windSpeed"": 6.5}, {""pwsId"": ""KILROSEM2"", ""tempF"": 33.8, ""obsTime"": ""2026-03-24T13:22:45Z"", ""windDir"": 168, ""humidity"": 58, ""pressure"": 30.38, ""windGust"": 12, ""dewpointF"": 20, ""windSpeed"": 2}]",ruth-pws-kord-20260324-132349943,2026-03-24 13:23:49.943+00,2026-03-24 13:23:49.946482+00
58,KLGA,3.2222223,3,"[{""pwsId"": ""KNYNEWYO1974"", ""tempF"": 50.7, ""obsTime"": ""2026-03-24T13:23:46Z"", ""windDir"": 270, ""humidity"": 99, ""pressure"": 30.42, ""windGust"": 13, ""dewpointF"": 49, ""windSpeed"": 10}, {""pwsId"": ""KNYNEWYO1591"", ""tempF"": 36.5, ""obsTime"": ""2026-03-24T13:23:00Z"", ""windDir"": 340, ""humidity"": 54, ""pressure"": 30.34, ""windGust"": 9.2, ""dewpointF"": 21.5, ""windSpeed"": 6}, {""pwsId"": ""KNYNEWYO1552"", ""tempF"": 37.8, ""obsTime"": ""2026-03-24T13:23:00Z"", ""windDir"": 322, ""humidity"": 54, ""pressure"": 29.99, ""windGust"": 9.2, ""dewpointF"": 22.7, ""windSpeed"": 7.4}]",ruth-pws-klga-20260324-132350102,2026-03-24 13:23:50.102+00,2026-03-24 13:23:50.106384+00
59,KMIA,21.333334,2,"[{""pwsId"": ""KFLMIAMI706"", ""tempF"": 70.3, ""obsTime"": ""2026-03-24T13:23:40Z"", ""windDir"": 27, ""humidity"": 75, ""pressure"": 30.15, ""windGust"": 1.1, ""dewpointF"": 62.1, ""windSpeed"": 0.7}, {""pwsId"": ""KFLMIAMI578"", ""tempF"": 70.5, ""obsTime"": ""2026-03-24T13:20:27Z"", ""windDir"": 0, ""humidity"": 82, ""pressure"": 30.12, ""windGust"": 3, ""dewpointF"": 64, ""windSpeed"": 0}]",ruth-pws-kmia-20260324-132350289,2026-03-24 13:23:50.289+00,2026-03-24 13:23:50.293545+00
60,KATL,11.611111,3,"[{""pwsId"": ""KGAATLAN557"", ""tempF"": 52.9, ""obsTime"": ""2026-03-24T13:20:00Z"", ""windDir"": 66, ""humidity"": 32, ""pressure"": 30.28, ""windGust"": 4.5, ""dewpointF"": 23.7, ""windSpeed"": 1.4}, {""pwsId"": ""KGAHAPEV1"", ""tempF"": 52.9, ""obsTime"": ""2026-03-24T13:23:11Z"", ""windDir"": 248, ""humidity"": 36, ""pressure"": 30.36, ""windGust"": 0.7, ""dewpointF"": 26.7, ""windSpeed"": 0}, {""pwsId"": ""KGAATLAN378"", ""tempF"": 53.1, ""obsTime"": ""2026-03-24T13:23:47Z"", ""windDir"": 42, ""humidity"": 42, ""pressure"": 29.37, ""windGust"": 4, ""dewpointF"": 30.6, ""windSpeed"": 4}]",ruth-pws-katl-20260324-132350535,2026-03-24 13:23:50.535+00,2026-03-24 13:23:50.537989+00
61,EGLC,13,3,"[{""pwsId"": ""ILONDON828"", ""tempF"": 55.4, ""obsTime"": ""2026-03-24T13:23:00Z"", ""windDir"": 240, ""humidity"": 74, ""pressure"": 29.9, ""windGust"": 5.8, ""dewpointF"": 47.3, ""windSpeed"": 3.8}, {""pwsId"": ""ILONDO873"", ""tempF"": 56.1, ""obsTime"": ""2026-03-24T13:23:42Z"", ""windDir"": 338, ""humidity"": 76, ""pressure"": 30.5, ""windGust"": 6, ""dewpointF"": 48.5, ""windSpeed"": 5.8}, {""pwsId"": ""ILONDO636"", ""tempF"": 55, ""obsTime"": ""2026-03-24T13:23:37Z"", ""windDir"": 213, ""humidity"": 80, ""pressure"": 29.9, ""windGust"": 13.7, ""dewpointF"": 49.1, ""windSpeed"": 8.1}]",ruth-pws-eglc-20260324-132350775,2026-03-24 13:23:50.775+00,2026-03-24 13:23:50.778681+00
62,LFPG,18.777779,3,"[{""pwsId"": ""IROISS4"", ""tempF"": 64.9, ""obsTime"": ""2026-03-24T13:23:46Z"", ""windDir"": 350, ""humidity"": 39, ""pressure"": 29.74, ""windGust"": 9.2, ""dewpointF"": 39.4, ""windSpeed"": 4.9}, {""pwsId"": ""ITREMB16"", ""tempF"": 65.8, ""obsTime"": ""2026-03-24T13:23:17Z"", ""windDir"": 225, ""humidity"": 40, ""pressure"": 30.3, ""windGust"": 0, ""dewpointF"": 40.8, ""windSpeed"": 0}, {""pwsId"": ""IMITRY1"", ""tempF"": 66, ""obsTime"": ""2026-03-24T13:23:47Z"", ""windDir"": 313, ""humidity"": 47, ""pressure"": 30.25, ""windGust"": 2.5, ""dewpointF"": 45.3, ""windSpeed"": 1.1}]",ruth-pws-lfpg-20260324-132350958,2026-03-24 13:23:50.958+00,2026-03-24 13:23:50.964092+00
