id,trace_id,service,station,level,category,message,metadata,created_at
962,ruth-pws-cyyz-20260324-145451319,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated 0.4°C, bucket 0°C, price 0.00",,2026-03-24 14:54:51.325616+00
963,ruth-pws-ksea-20260324-145549687,wendy,KSEA,info,signal,"PWS anticipation: STRONG (score=0.572), METAR 43.0°F → estimated 43.8°F, bucket 42-43°F → 44-45°F","{""gap"": ""0.51"", ""conf"": ""1.00"", ""ramp"": ""0.28"", ""score"": 0.5716097085977044, ""current"": ""42-43°F"", ""predicted"": ""44-45°F"", ""tEstimated"": ""6.54""}",2026-03-24 14:55:49.699025+00
964,ruth-pws-ksea-20260324-145549687,wendy,KSEA,info,guard,"PWS guards blocked: price_out_of_range | estimated 43.8°F, bucket 44-45°F, price 0.00",,2026-03-24 14:55:49.706627+00
965,ruth-pws-kdal-20260324-145549868,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 62.1°F → estimated 66.3°F, bucket 62-63°F → 66-67°F","{""gap"": ""2.69"", ""conf"": ""1.00"", ""ramp"": ""1.52"", ""score"": 1, ""current"": ""62-63°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""19.04""}",2026-03-24 14:55:49.87256+00
966,ruth-pws-kord-20260324-145550082,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 34.0°F → estimated 37.1°F, bucket 34-35°F → 36-37°F","{""gap"": ""1.79"", ""conf"": ""1.00"", ""ramp"": ""1.05"", ""score"": 1, ""current"": ""34-35°F"", ""predicted"": ""36-37°F"", ""tEstimated"": ""2.85""}",2026-03-24 14:55:50.085899+00
967,ruth-pws-klga-20260324-145550290,wendy,KLGA,info,signal,"PWS anticipation: STRONG (score=0.733), METAR 37.9°F → estimated 39.7°F, bucket 38-39°F → 40-41°F","{""gap"": ""1.48"", ""conf"": ""1.00"", ""ramp"": ""-0.18"", ""score"": 0.7325000000000002, ""current"": ""38-39°F"", ""predicted"": ""40-41°F"", ""tEstimated"": ""4.28""}",2026-03-24 14:55:50.292723+00
968,ruth-pws-klga-20260324-145550290,wendy,KLGA,info,guard,"PWS guards blocked: price_out_of_range | estimated 39.7°F, bucket 40-41°F, price 0.00",,2026-03-24 14:55:50.295024+00
969,ruth-pws-kmia-20260324-145550511,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 73.0°F → estimated 77.6°F, bucket 72-73°F → 78-79°F","{""gap"": ""2.92"", ""conf"": ""1.00"", ""ramp"": ""1.57"", ""score"": 1, ""current"": ""72-73°F"", ""predicted"": ""78-79°F"", ""tEstimated"": ""25.32""}",2026-03-24 14:55:50.515229+00
970,ruth-pws-kmia-20260324-145550511,wendy,KMIA,info,guard,"PWS guards blocked: price_out_of_range | estimated 77.6°F, bucket 78-79°F, price 0.00",,2026-03-24 14:55:50.517379+00
971,ruth-pws-katl-20260324-145550792,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.738), METAR 54.0°F → estimated 55.8°F, bucket 54-55°F → 56-57°F","{""gap"": ""1.41"", ""conf"": ""1.00"", ""ramp"": ""0.10"", ""score"": 0.7377494139686662, ""current"": ""54-55°F"", ""predicted"": ""56-57°F"", ""tEstimated"": ""13.22""}",2026-03-24 14:55:50.79546+00
972,ruth-pws-eglc-20260324-145551001,wendy,EGLC,info,signal,"PWS anticipation: WEAK (score=0.046), METAR 13.0°C → estimated 12.4°C, bucket 13°C → 12°C","{""gap"": ""-0.39"", ""conf"": ""0.33"", ""ramp"": ""-1.80"", ""score"": 0.04583333333333364, ""current"": ""13°C"", ""predicted"": ""12°C"", ""tEstimated"": ""12.37""}",2026-03-24 14:55:51.005144+00
973,ruth-pws-cyyz-20260324-145551378,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.825), METAR -1.0°C → estimated 0.0°C, bucket -1°C → 0°C","{""gap"": ""1.00"", ""conf"": ""1.00"", ""ramp"": ""1.72"", ""score"": 0.825, ""current"": ""-1°C"", ""predicted"": ""0°C"", ""tEstimated"": ""0.01""}",2026-03-24 14:55:51.381259+00
974,ruth-pws-cyyz-20260324-145551378,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated 0.0°C, bucket 0°C, price 0.00",,2026-03-24 14:55:51.38345+00
975,ruth-pws-ksea-20260324-145649729,wendy,KSEA,info,signal,"PWS anticipation: STRONG (score=0.600), METAR 43.0°F → estimated 43.9°F, bucket 42-43°F → 44-45°F","{""gap"": ""0.51"", ""conf"": ""1.00"", ""ramp"": ""0.42"", ""score"": 0.599881090318734, ""current"": ""42-43°F"", ""predicted"": ""44-45°F"", ""tEstimated"": ""6.59""}",2026-03-24 14:56:49.745698+00
976,ruth-pws-ksea-20260324-145649729,wendy,KSEA,info,guard,"PWS guards blocked: price_out_of_range | estimated 43.9°F, bucket 44-45°F, price 0.00",,2026-03-24 14:56:49.749869+00
977,ruth-pws-kdal-20260324-145649905,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 62.1°F → estimated 66.2°F, bucket 62-63°F → 66-67°F","{""gap"": ""2.69"", ""conf"": ""1.00"", ""ramp"": ""1.36"", ""score"": 1, ""current"": ""62-63°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""18.99""}",2026-03-24 14:56:49.908873+00
978,ruth-pws-kord-20260324-145650072,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 34.0°F → estimated 37.2°F, bucket 34-35°F → 36-37°F","{""gap"": ""1.79"", ""conf"": ""1.00"", ""ramp"": ""1.12"", ""score"": 1, ""current"": ""34-35°F"", ""predicted"": ""36-37°F"", ""tEstimated"": ""2.87""}",2026-03-24 14:56:50.075541+00
979,ruth-pws-kmia-20260324-145650394,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 73.0°F → estimated 77.2°F, bucket 72-73°F → 76-77°F","{""gap"": ""2.81"", ""conf"": ""1.00"", ""ramp"": ""1.11"", ""score"": 1, ""current"": ""72-73°F"", ""predicted"": ""76-77°F"", ""tEstimated"": ""25.10""}",2026-03-24 14:56:50.398572+00
980,ruth-pws-kmia-20260324-145650394,wendy,KMIA,info,guard,"PWS guards blocked: price_out_of_range | estimated 77.2°F, bucket 76-77°F, price 0.00",,2026-03-24 14:56:50.402095+00
981,ruth-pws-katl-20260324-145650572,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.736), METAR 54.0°F → estimated 55.8°F, bucket 54-55°F → 56-57°F","{""gap"": ""1.41"", ""conf"": ""1.00"", ""ramp"": ""0.09"", ""score"": 0.7357199547849713, ""current"": ""54-55°F"", ""predicted"": ""56-57°F"", ""tEstimated"": ""13.22""}",2026-03-24 14:56:50.576539+00
982,ruth-pws-eglc-20260324-145650751,wendy,EGLC,info,signal,"PWS anticipation: WEAK (score=0.046), METAR 13.0°C → estimated 12.4°C, bucket 13°C → 12°C","{""gap"": ""-0.39"", ""conf"": ""0.33"", ""ramp"": ""-1.67"", ""score"": 0.04583333333333364, ""current"": ""13°C"", ""predicted"": ""12°C"", ""tEstimated"": ""12.41""}",2026-03-24 14:56:50.753522+00
983,ruth-pws-cyyz-20260324-145651102,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.825), METAR -1.0°C → estimated -0.1°C, bucket -1°C → 0°C","{""gap"": ""1.00"", ""conf"": ""1.00"", ""ramp"": ""1.18"", ""score"": 0.825, ""current"": ""-1°C"", ""predicted"": ""0°C"", ""tEstimated"": ""-0.15""}",2026-03-24 14:56:51.105925+00
984,ruth-pws-cyyz-20260324-145651102,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated -0.1°C, bucket 0°C, price 0.00",,2026-03-24 14:56:51.108578+00
985,ruth-pws-ksea-20260324-145749670,wendy,KSEA,info,signal,"PWS anticipation: STRONG (score=0.709), METAR 43.0°F → estimated 44.1°F, bucket 42-43°F → 44-45°F","{""gap"": ""0.51"", ""conf"": ""1.00"", ""ramp"": ""0.97"", ""score"": 0.7089260298440732, ""current"": ""42-43°F"", ""predicted"": ""44-45°F"", ""tEstimated"": ""6.75""}",2026-03-24 14:57:49.684599+00
986,ruth-pws-ksea-20260324-145749670,wendy,KSEA,info,guard,"PWS guards blocked: price_out_of_range | estimated 44.1°F, bucket 44-45°F, price 0.00",,2026-03-24 14:57:49.686857+00
987,ruth-pws-kdal-20260324-145749941,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 62.1°F → estimated 66.0°F, bucket 62-63°F → 66-67°F","{""gap"": ""2.69"", ""conf"": ""1.00"", ""ramp"": ""0.97"", ""score"": 1, ""current"": ""62-63°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""18.87""}",2026-03-24 14:57:49.943869+00
988,ruth-pws-kord-20260324-145750255,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 34.0°F → estimated 37.2°F, bucket 34-35°F → 36-37°F","{""gap"": ""1.84"", ""conf"": ""1.00"", ""ramp"": ""1.03"", ""score"": 1, ""current"": ""34-35°F"", ""predicted"": ""36-37°F"", ""tEstimated"": ""2.88""}",2026-03-24 14:57:50.258815+00
989,ruth-pws-kmia-20260324-145750706,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 73.0°F → estimated 77.4°F, bucket 72-73°F → 76-77°F","{""gap"": ""2.81"", ""conf"": ""1.00"", ""ramp"": ""1.56"", ""score"": 1, ""current"": ""72-73°F"", ""predicted"": ""76-77°F"", ""tEstimated"": ""25.23""}",2026-03-24 14:57:50.709319+00
990,ruth-pws-kmia-20260324-145750706,wendy,KMIA,info,guard,"PWS guards blocked: price_out_of_range | estimated 77.4°F, bucket 76-77°F, price 0.00",,2026-03-24 14:57:50.711886+00
991,ruth-pws-katl-20260324-145750899,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.803), METAR 54.0°F → estimated 56.0°F, bucket 54-55°F → 56-57°F","{""gap"": ""1.47"", ""conf"": ""1.00"", ""ramp"": ""0.36"", ""score"": 0.8027287393404053, ""current"": ""54-55°F"", ""predicted"": ""56-57°F"", ""tEstimated"": ""13.34""}",2026-03-24 14:57:50.90365+00
992,ruth-pws-eglc-20260324-145751105,wendy,EGLC,info,signal,"PWS anticipation: WEAK (score=0.046), METAR 13.0°C → estimated 12.3°C, bucket 13°C → 12°C","{""gap"": ""-0.39"", ""conf"": ""0.33"", ""ramp"": ""-2.04"", ""score"": 0.04583333333333364, ""current"": ""13°C"", ""predicted"": ""12°C"", ""tEstimated"": ""12.30""}",2026-03-24 14:57:51.107526+00
993,ruth-pws-cyyz-20260324-145751420,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.662), METAR -1.0°C → estimated -0.4°C, bucket -1°C → 0°C","{""gap"": ""1.00"", ""conf"": ""1.00"", ""ramp"": ""0.18"", ""score"": 0.6615134184070557, ""current"": ""-1°C"", ""predicted"": ""0°C"", ""tEstimated"": ""-0.45""}",2026-03-24 14:57:51.423539+00
994,ruth-pws-cyyz-20260324-145751420,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated -0.4°C, bucket 0°C, price 0.00",,2026-03-24 14:57:51.425285+00
995,ruth-pws-ksea-20260324-145849642,wendy,KSEA,info,signal,"PWS anticipation: STRONG (score=0.715), METAR 43.0°F → estimated 44.2°F, bucket 42-43°F → 44-45°F","{""gap"": ""0.51"", ""conf"": ""1.00"", ""ramp"": ""1.01"", ""score"": 0.7150000000000001, ""current"": ""42-43°F"", ""predicted"": ""44-45°F"", ""tEstimated"": ""6.76""}",2026-03-24 14:58:49.679333+00
996,ruth-pws-ksea-20260324-145849642,wendy,KSEA,info,guard,"PWS guards blocked: price_out_of_range | estimated 44.2°F, bucket 44-45°F, price 0.00",,2026-03-24 14:58:49.682574+00
997,ruth-pws-kdal-20260324-145849855,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 62.1°F → estimated 65.9°F, bucket 62-63°F → 66-67°F","{""gap"": ""2.69"", ""conf"": ""1.00"", ""ramp"": ""0.85"", ""score"": 1, ""current"": ""62-63°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""18.84""}",2026-03-24 14:58:49.858224+00
998,ruth-pws-kord-20260324-145849999,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 34.0°F → estimated 37.5°F, bucket 34-35°F → 38-39°F","{""gap"": ""1.90"", ""conf"": ""1.00"", ""ramp"": ""1.47"", ""score"": 1, ""current"": ""34-35°F"", ""predicted"": ""38-39°F"", ""tEstimated"": ""3.06""}",2026-03-24 14:58:50.002775+00
999,ruth-pws-kord-20260324-145849999,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 37.5°F, bucket 38-39°F, price 0.01",,2026-03-24 14:58:50.005407+00
1000,ruth-pws-kmia-20260324-145850293,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 73.0°F → estimated 77.3°F, bucket 72-73°F → 76-77°F","{""gap"": ""2.81"", ""conf"": ""1.00"", ""ramp"": ""1.32"", ""score"": 1, ""current"": ""72-73°F"", ""predicted"": ""76-77°F"", ""tEstimated"": ""25.17""}",2026-03-24 14:58:50.297247+00
1001,ruth-pws-kmia-20260324-145850293,wendy,KMIA,info,guard,"PWS guards blocked: price_out_of_range | estimated 77.3°F, bucket 76-77°F, price 0.00",,2026-03-24 14:58:50.298777+00
1002,ruth-pws-katl-20260324-145850445,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.839), METAR 54.0°F → estimated 56.1°F, bucket 54-55°F → 56-57°F","{""gap"": ""1.47"", ""conf"": ""1.00"", ""ramp"": ""0.55"", ""score"": 0.8391269149348063, ""current"": ""54-55°F"", ""predicted"": ""56-57°F"", ""tEstimated"": ""13.39""}",2026-03-24 14:58:50.448345+00
1003,ruth-pws-eglc-20260324-145851704,wendy,EGLC,info,signal,"PWS anticipation: WEAK (score=0.046), METAR 13.0°C → estimated 12.4°C, bucket 13°C → 12°C","{""gap"": ""-0.39"", ""conf"": ""0.33"", ""ramp"": ""-1.53"", ""score"": 0.04583333333333364, ""current"": ""13°C"", ""predicted"": ""12°C"", ""tEstimated"": ""12.45""}",2026-03-24 14:58:51.707942+00
1004,ruth-pws-cyyz-20260324-145852094,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.670), METAR -1.0°C → estimated -0.4°C, bucket -1°C → 0°C","{""gap"": ""1.11"", ""conf"": ""1.00"", ""ramp"": ""0.10"", ""score"": 0.6703811015899978, ""current"": ""-1°C"", ""predicted"": ""0°C"", ""tEstimated"": ""-0.41""}",2026-03-24 14:58:52.097903+00
1005,ruth-pws-cyyz-20260324-145852094,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated -0.4°C, bucket 0°C, price 0.00",,2026-03-24 14:58:52.100372+00
1006,ruth-pws-ksea-20260324-145951462,wendy,KSEA,info,signal,"PWS anticipation: STRONG (score=0.709), METAR 43.0°F → estimated 44.1°F, bucket 42-43°F → 44-45°F","{""gap"": ""0.51"", ""conf"": ""1.00"", ""ramp"": ""0.97"", ""score"": 0.7085030597933301, ""current"": ""42-43°F"", ""predicted"": ""44-45°F"", ""tEstimated"": ""6.75""}",2026-03-24 14:59:51.482302+00
1007,ruth-pws-ksea-20260324-145951462,wendy,KSEA,info,guard,"PWS guards blocked: price_out_of_range | estimated 44.1°F, bucket 44-45°F, price 0.00",,2026-03-24 14:59:51.543884+00
1008,ruth-pws-kdal-20260324-145951727,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 62.1°F → estimated 65.8°F, bucket 62-63°F → 66-67°F","{""gap"": ""2.69"", ""conf"": ""1.00"", ""ramp"": ""0.64"", ""score"": 1, ""current"": ""62-63°F"", ""predicted"": ""66-67°F"", ""tEstimated"": ""18.78""}",2026-03-24 14:59:51.730622+00
1009,ruth-pws-kord-20260324-145951982,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=1.000), METAR 34.0°F → estimated 37.7°F, bucket 34-35°F → 38-39°F","{""gap"": ""1.90"", ""conf"": ""1.00"", ""ramp"": ""1.75"", ""score"": 1, ""current"": ""34-35°F"", ""predicted"": ""38-39°F"", ""tEstimated"": ""3.15""}",2026-03-24 14:59:51.985676+00
1010,ruth-pws-kord-20260324-145951982,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 37.7°F, bucket 38-39°F, price 0.01",,2026-03-24 14:59:52.044154+00
1011,ruth-pws-kmia-20260324-145952340,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.944), METAR 73.0°F → estimated 76.6°F, bucket 72-73°F → 76-77°F","{""gap"": ""2.76"", ""conf"": ""1.00"", ""ramp"": ""0.22"", ""score"": 0.9441412930343371, ""current"": ""72-73°F"", ""predicted"": ""76-77°F"", ""tEstimated"": ""24.80""}",2026-03-24 14:59:52.343581+00
1012,ruth-pws-kmia-20260324-145952340,wendy,KMIA,info,guard,"PWS guards blocked: price_out_of_range | estimated 76.6°F, bucket 76-77°F, price 0.00",,2026-03-24 14:59:52.361543+00
1013,ruth-pws-katl-20260324-145952510,wendy,KATL,info,signal,"PWS anticipation: STRONG (score=0.867), METAR 54.0°F → estimated 56.2°F, bucket 54-55°F → 56-57°F","{""gap"": ""1.47"", ""conf"": ""1.00"", ""ramp"": ""0.69"", ""score"": 0.8671774224081117, ""current"": ""54-55°F"", ""predicted"": ""56-57°F"", ""tEstimated"": ""13.43""}",2026-03-24 14:59:52.513684+00
1014,ruth-pws-cyyz-20260324-145953052,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.736), METAR -1.0°C → estimated -0.3°C, bucket -1°C → 0°C","{""gap"": ""1.22"", ""conf"": ""1.00"", ""ramp"": ""0.31"", ""score"": 0.7360169145295821, ""current"": ""-1°C"", ""predicted"": ""0°C"", ""tEstimated"": ""-0.30""}",2026-03-24 14:59:53.056478+00
1015,ruth-pws-cyyz-20260324-145953052,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated -0.3°C, bucket 0°C, price 0.00",,2026-03-24 14:59:53.073758+00
1016,ruth-metar-katl-20260324-150007972,wendy,KATL,info,signal,Threshold crossed: 54-55°F → 56-57°F,,2026-03-24 15:00:08.018307+00
1017,ruth-metar-katl-20260324-150007972,wendy,KATL,warn,signal,No market found for bucket 56-57°F,,2026-03-24 15:00:08.021042+00
1018,ruth-metar-kord-20260324-150007952,wendy,KORD,info,signal,Threshold crossed: 34-35°F → 36-37°F,,2026-03-24 15:00:08.021526+00
1025,ruth-metar-kord-20260324-150007952,wendy,KORD,info,signal,"METAR: 2.8°C, max=2.8°C, bucket=36-37°F","{""prevBucket"": ""34-35°F""}",2026-03-24 15:00:08.025448+00
1028,ruth-metar-kord-20260324-150007952,wendy,KORD,warn,signal,No market found for bucket 36-37°F,,2026-03-24 15:00:08.029657+00
1019,ruth-metar-klga-20260324-150007966,wendy,KLGA,info,signal,"METAR: 3.9°C, max=3.9°C, bucket=38-39°F","{""prevBucket"": ""38-39°F""}",2026-03-24 15:00:08.030055+00
1020,ruth-metar-eglc-20260324-150007959,wendy,EGLC,info,signal,"METAR: 13°C, max=13°C, bucket=13°C","{""prevBucket"": ""13°C""}",2026-03-24 15:00:08.031899+00
1021,ruth-metar-katl-20260324-150007972,wendy,KATL,info,signal,"METAR: 13.9°C, max=13.9°C, bucket=56-57°F","{""prevBucket"": ""54-55°F""}",2026-03-24 15:00:08.032958+00
1022,ruth-metar-kdal-20260324-150007978,wendy,KDAL,info,signal,"METAR: 18.9°C, max=18.9°C, bucket=66-67°F","{""prevBucket"": ""62-63°F""}",2026-03-24 15:00:08.035269+00
1023,ruth-metar-kdal-20260324-150007978,wendy,KDAL,info,signal,Threshold crossed: 62-63°F → 66-67°F,,2026-03-24 15:00:08.035751+00
1024,ruth-metar-kdal-20260324-150007978,wendy,KDAL,warn,signal,No market found for bucket 66-67°F,,2026-03-24 15:00:08.036119+00
1026,ruth-metar-kmia-20260324-150007991,wendy,KMIA,info,signal,"METAR: 25°C, max=25°C, bucket=76-77°F","{""prevBucket"": ""72-73°F""}",2026-03-24 15:00:08.038491+00
1027,ruth-metar-kmia-20260324-150007991,wendy,KMIA,info,signal,Threshold crossed: 72-73°F → 76-77°F,,2026-03-24 15:00:08.038938+00
1029,ruth-metar-kmia-20260324-150007991,wendy,KMIA,info,guard,"Guards blocked: price_out_of_range | METAR 77.0°F, bucket 76-77°F, price 0.00","{""price"": 0.001, ""bucket"": ""76-77°F""}",2026-03-24 15:00:08.044651+00
1030,ruth-metar-ksea-20260324-150008044,wendy,KSEA,info,signal,"METAR: 6.1°C, max=6.1°C, bucket=42-43°F","{""prevBucket"": ""42-43°F""}",2026-03-24 15:00:08.054976+00
1031,ruth-pws-ksea-20260324-150049657,wendy,KSEA,info,signal,"PWS anticipation: STRONG (score=0.587), METAR 43.0°F → estimated 43.7°F, bucket 42-43°F → 44-45°F","{""gap"": ""0.40"", ""conf"": ""1.00"", ""ramp"": ""0.48"", ""score"": 0.5869378468209115, ""current"": ""42-43°F"", ""predicted"": ""44-45°F"", ""tEstimated"": ""6.53""}",2026-03-24 15:00:49.680577+00
1032,ruth-pws-ksea-20260324-150049657,wendy,KSEA,info,guard,"PWS guards blocked: price_out_of_range | estimated 43.7°F, bucket 44-45°F, price 0.00",,2026-03-24 15:00:49.686533+00
1033,ruth-pws-kord-20260324-150050193,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.620), METAR 37.0°F → estimated 38.0°F, bucket 36-37°F → 38-39°F","{""gap"": ""0.09"", ""conf"": ""1.00"", ""ramp"": ""1.51"", ""score"": 0.6200000000000004, ""current"": ""36-37°F"", ""predicted"": ""38-39°F"", ""tEstimated"": ""3.33""}",2026-03-24 15:00:50.196692+00
1034,ruth-pws-kord-20260324-150050193,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 38.0°F, bucket 38-39°F, price 0.01",,2026-03-24 15:00:50.199363+00
1035,ruth-pws-kmia-20260324-150050656,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.581), METAR 77.0°F → estimated 77.9°F, bucket 76-77°F → 78-79°F","{""gap"": ""0.81"", ""conf"": ""1.00"", ""ramp"": ""-0.16"", ""score"": 0.5812500000000004, ""current"": ""76-77°F"", ""predicted"": ""78-79°F"", ""tEstimated"": ""25.52""}",2026-03-24 15:00:50.659701+00
1036,ruth-pws-kmia-20260324-150050656,wendy,KMIA,info,guard,"PWS guards blocked: price_out_of_range | estimated 77.9°F, bucket 78-79°F, price 0.00",,2026-03-24 15:00:50.664268+00
1037,ruth-pws-cyyz-20260324-150051563,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.744), METAR -1.0°C → estimated -0.3°C, bucket -1°C → 0°C","{""gap"": ""1.22"", ""conf"": ""1.00"", ""ramp"": ""0.35"", ""score"": 0.7440143476244572, ""current"": ""-1°C"", ""predicted"": ""0°C"", ""tEstimated"": ""-0.29""}",2026-03-24 15:00:51.568861+00
1038,ruth-pws-cyyz-20260324-150051563,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated -0.3°C, bucket 0°C, price 0.00",,2026-03-24 15:00:51.570208+00
1039,ruth-pws-kord-20260324-150150064,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.657), METAR 37.0°F → estimated 38.3°F, bucket 36-37°F → 38-39°F","{""gap"": ""0.26"", ""conf"": ""1.00"", ""ramp"": ""1.74"", ""score"": 0.6575, ""current"": ""36-37°F"", ""predicted"": ""38-39°F"", ""tEstimated"": ""3.53""}",2026-03-24 15:01:50.079248+00
1040,ruth-pws-kord-20260324-150150064,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 38.3°F, bucket 38-39°F, price 0.01",,2026-03-24 15:01:50.083303+00
1041,ruth-pws-kmia-20260324-150150405,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.606), METAR 77.0°F → estimated 78.0°F, bucket 76-77°F → 78-79°F","{""gap"": ""0.92"", ""conf"": ""1.00"", ""ramp"": ""-0.25"", ""score"": 0.6062499999999995, ""current"": ""76-77°F"", ""predicted"": ""78-79°F"", ""tEstimated"": ""25.57""}",2026-03-24 15:01:50.408518+00
1042,ruth-pws-kmia-20260324-150150405,wendy,KMIA,info,guard,"PWS guards blocked: price_out_of_range | estimated 78.0°F, bucket 78-79°F, price 0.00",,2026-03-24 15:01:50.411036+00
1043,ruth-pws-cyyz-20260324-150151209,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.671), METAR -1.0°C → estimated -0.4°C, bucket -1°C → 0°C","{""gap"": ""1.17"", ""conf"": ""1.00"", ""ramp"": ""0.04"", ""score"": 0.6709886238584484, ""current"": ""-1°C"", ""predicted"": ""0°C"", ""tEstimated"": ""-0.40""}",2026-03-24 15:01:51.213516+00
1044,ruth-pws-cyyz-20260324-150151209,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated -0.4°C, bucket 0°C, price 0.00",,2026-03-24 15:01:51.215031+00
1045,ruth-metar-lfpg-20260324-150222947,wendy,LFPG,info,signal,"METAR: 18°C, max=19°C, bucket=19°C","{""prevBucket"": ""19°C""}",2026-03-24 15:02:22.960159+00
1046,ruth-metar-ksea-20260324-150234949,wendy,KSEA,info,signal,"METAR: 6.1°C, max=6.1°C, bucket=42-43°F","{""prevBucket"": ""42-43°F""}",2026-03-24 15:02:34.963037+00
1047,ruth-pws-ksea-20260324-150249675,wendy,KSEA,info,signal,"PWS anticipation: MODERATE (score=0.515), METAR 43.0°F → estimated 43.6°F, bucket 42-43°F → 44-45°F","{""gap"": ""0.51"", ""conf"": ""1.00"", ""ramp"": ""-0.12"", ""score"": 0.515, ""current"": ""42-43°F"", ""predicted"": ""44-45°F"", ""tEstimated"": ""6.42""}",2026-03-24 15:02:49.686093+00
1048,ruth-pws-kdal-20260324-150249914,wendy,KDAL,info,signal,"PWS anticipation: STRONG (score=0.689), METAR 66.0°F → estimated 67.7°F, bucket 66-67°F → 68-69°F","{""gap"": ""0.99"", ""conf"": ""0.67"", ""ramp"": ""1.63"", ""score"": 0.6891666666666671, ""current"": ""66-67°F"", ""predicted"": ""68-69°F"", ""tEstimated"": ""19.85""}",2026-03-24 15:02:49.918994+00
1049,ruth-pws-kord-20260324-150250226,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.657), METAR 37.0°F → estimated 38.3°F, bucket 36-37°F → 38-39°F","{""gap"": ""0.26"", ""conf"": ""1.00"", ""ramp"": ""1.73"", ""score"": 0.6575, ""current"": ""36-37°F"", ""predicted"": ""38-39°F"", ""tEstimated"": ""3.52""}",2026-03-24 15:02:50.229099+00
1050,ruth-pws-kord-20260324-150250226,wendy,KORD,info,guard,"PWS guards blocked: price_out_of_range | estimated 38.3°F, bucket 38-39°F, price 0.01",,2026-03-24 15:02:50.287902+00
1051,ruth-pws-klga-20260324-150250488,wendy,KLGA,info,signal,"PWS anticipation: STRONG (score=0.673), METAR 39.0°F → estimated 40.3°F, bucket 38-39°F → 40-41°F","{""gap"": ""1.21"", ""conf"": ""1.00"", ""ramp"": ""-0.46"", ""score"": 0.6725000000000003, ""current"": ""38-39°F"", ""predicted"": ""40-41°F"", ""tEstimated"": ""4.61""}",2026-03-24 15:02:50.492879+00
1052,ruth-pws-klga-20260324-150250488,wendy,KLGA,info,guard,"PWS guards blocked: price_out_of_range | estimated 40.3°F, bucket 40-41°F, price 0.00",,2026-03-24 15:02:50.512474+00
