id,trace_id,service,station,level,category,message,metadata,created_at
1,ruth-pws-ksea-20260324-131839173,wendy,KSEA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:18:39.191271+00
2,ruth-pws-kdal-20260324-131839474,wendy,KDAL,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:18:39.478292+00
3,ruth-pws-kord-20260324-131839723,wendy,KORD,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:18:39.72647+00
4,ruth-pws-klga-20260324-131839906,wendy,KLGA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:18:39.909281+00
5,ruth-pws-kmia-20260324-131840152,wendy,KMIA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:18:40.155738+00
6,ruth-pws-katl-20260324-131840404,wendy,KATL,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:18:40.40819+00
7,ruth-pws-eglc-20260324-131840700,wendy,EGLC,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:18:40.70328+00
8,ruth-pws-lfpg-20260324-131841063,wendy,LFPG,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:18:41.066219+00
9,ruth-pws-cyyz-20260324-131841360,wendy,CYYZ,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:18:41.363951+00
10,ruth-metar-kord-20260324-131841896,wendy,KORD,info,signal,"METAR: 0°C, max=0°C, bucket=32-33°F","{""prevBucket"": null}",2026-03-24 13:18:41.903305+00
11,ruth-metar-kord-20260324-131841896,wendy,KORD,warn,signal,No market found for bucket 32-33°F,,2026-03-24 13:18:41.931789+00
12,ruth-metar-kord-20260324-131841896,wendy,KORD,info,signal,Threshold crossed: none → 32-33°F,,2026-03-24 13:18:41.934615+00
13,ruth-metar-eglc-20260324-131841903,wendy,EGLC,info,signal,"METAR: 13°C, max=13°C, bucket=13°C","{""prevBucket"": null}",2026-03-24 13:18:41.940944+00
14,ruth-metar-eglc-20260324-131841903,wendy,EGLC,info,signal,Threshold crossed: none → 13°C,,2026-03-24 13:18:41.941562+00
15,ruth-metar-eglc-20260324-131841903,wendy,EGLC,info,guard,"Guards blocked: price_out_of_range | METAR 13.0°C, bucket 13°C, price 0.77","{""price"": 0.7675, ""bucket"": ""13°C""}",2026-03-24 13:18:41.943697+00
16,ruth-metar-katl-20260324-131841943,wendy,KATL,info,signal,Threshold crossed: none → 54-55°F,,2026-03-24 13:18:41.947096+00
17,ruth-metar-katl-20260324-131841943,wendy,KATL,info,signal,"METAR: 12.2°C, max=12.2°C, bucket=54-55°F","{""prevBucket"": null}",2026-03-24 13:18:41.94785+00
18,ruth-metar-katl-20260324-131841943,wendy,KATL,warn,signal,No market found for bucket 54-55°F,,2026-03-24 13:18:41.94787+00
19,ruth-metar-klga-20260324-131841946,wendy,KLGA,info,signal,Threshold crossed: none → 36-37°F,,2026-03-24 13:18:41.950104+00
20,ruth-metar-klga-20260324-131841946,wendy,KLGA,info,signal,"METAR: 2.2°C, max=2.2°C, bucket=36-37°F","{""prevBucket"": null}",2026-03-24 13:18:41.951017+00
21,ruth-metar-kdal-20260324-131841949,wendy,KDAL,info,signal,Threshold crossed: none → 60-61°F,,2026-03-24 13:18:41.954028+00
22,ruth-metar-kdal-20260324-131841949,wendy,KDAL,warn,signal,No market found for bucket 60-61°F,,2026-03-24 13:18:41.954216+00
23,ruth-metar-kmia-20260324-131841953,wendy,KMIA,info,signal,"METAR: 20.6°C, max=20.6°C, bucket=68-69°F","{""prevBucket"": null}",2026-03-24 13:18:41.957058+00
24,ruth-metar-kmia-20260324-131841953,wendy,KMIA,info,signal,Threshold crossed: none → 68-69°F,,2026-03-24 13:18:41.957896+00
25,ruth-metar-kmia-20260324-131841953,wendy,KMIA,warn,signal,No market found for bucket 68-69°F,,2026-03-24 13:18:41.958306+00
26,ruth-metar-ksea-20260324-131841957,wendy,KSEA,info,signal,"METAR: 6.7°C, max=6.7°C, bucket=44-45°F","{""prevBucket"": null}",2026-03-24 13:18:41.960411+00
27,ruth-metar-ksea-20260324-131841957,wendy,KSEA,info,signal,Threshold crossed: none → 44-45°F,,2026-03-24 13:18:41.960546+00
28,ruth-metar-ksea-20260324-131841957,wendy,KSEA,info,guard,"Guards blocked: before_trading_hours | METAR 44.1°F, bucket 44-45°F, price 0.00","{""price"": 0.0015, ""bucket"": ""44-45°F""}",2026-03-24 13:18:41.964326+00
29,ruth-metar-lfpg-20260324-131841965,wendy,LFPG,info,signal,"METAR: 18°C, max=18°C, bucket=18°C","{""prevBucket"": null}",2026-03-24 13:18:41.971163+00
30,ruth-metar-lfpg-20260324-131841965,wendy,LFPG,info,signal,Threshold crossed: none → 18°C,,2026-03-24 13:18:41.971281+00
31,ruth-metar-lfpg-20260324-131841965,wendy,LFPG,info,guard,"Guards blocked: price_out_of_range | METAR 18.0°C, bucket 18°C, price 0.79","{""price"": 0.79, ""bucket"": ""18°C""}",2026-03-24 13:18:41.976403+00
32,ruth-metar-kdal-20260324-131841949,wendy,KDAL,info,signal,"METAR: 16.1°C, max=16.1°C, bucket=60-61°F","{""prevBucket"": null}",2026-03-24 13:18:41.976581+00
33,ruth-metar-klga-20260324-131841946,wendy,KLGA,warn,signal,No market found for bucket 36-37°F,,2026-03-24 13:18:41.977733+00
34,ruth-metar-cyyz-20260324-131841977,wendy,CYYZ,info,signal,"METAR: -2°C, max=-2°C, bucket=-2°C","{""prevBucket"": null}",2026-03-24 13:18:41.981126+00
35,ruth-metar-cyyz-20260324-131841977,wendy,CYYZ,info,signal,Threshold crossed: none → -2°C,,2026-03-24 13:18:41.981435+00
36,ruth-metar-cyyz-20260324-131841977,wendy,CYYZ,info,guard,"Guards blocked: price_out_of_range | METAR -2.0°C, bucket -2°C, price 0.00","{""price"": 0.0005, ""bucket"": ""-2°C""}",2026-03-24 13:18:41.985202+00
37,ruth-pws-kmia-20260324-131850698,wendy,KMIA,info,signal,"PWS anticipation: MODERATE (score=0.534), METAR 69.1°F → estimated 69.8°F, bucket 68-69°F → 70-71°F","{""gap"": ""0.59"", ""conf"": ""1.00"", ""ramp"": ""0.00"", ""score"": 0.5337499999999993, ""current"": ""68-69°F"", ""predicted"": ""70-71°F"", ""tEstimated"": ""21.02""}",2026-03-24 13:18:50.700955+00
38,ruth-metar-kord-20260324-131851929,wendy,KORD,info,signal,"METAR: 0°C, max=0°C, bucket=32-33°F","{""prevBucket"": ""32-33°F""}",2026-03-24 13:18:51.933386+00
39,ruth-metar-eglc-20260324-131851933,wendy,EGLC,info,signal,"METAR: 13°C, max=13°C, bucket=13°C","{""prevBucket"": ""13°C""}",2026-03-24 13:18:51.936955+00
40,ruth-metar-katl-20260324-131851935,wendy,KATL,info,signal,"METAR: 12.2°C, max=12.2°C, bucket=54-55°F","{""prevBucket"": ""54-55°F""}",2026-03-24 13:18:51.940958+00
41,ruth-metar-klga-20260324-131851939,wendy,KLGA,info,signal,"METAR: 2.2°C, max=2.2°C, bucket=36-37°F","{""prevBucket"": ""36-37°F""}",2026-03-24 13:18:51.944466+00
42,ruth-metar-kdal-20260324-131851944,wendy,KDAL,info,signal,"METAR: 16.1°C, max=16.1°C, bucket=60-61°F","{""prevBucket"": ""60-61°F""}",2026-03-24 13:18:51.946849+00
43,ruth-metar-kmia-20260324-131851946,wendy,KMIA,info,signal,"METAR: 20.6°C, max=20.6°C, bucket=68-69°F","{""prevBucket"": ""68-69°F""}",2026-03-24 13:18:51.949112+00
44,ruth-metar-ksea-20260324-131851948,wendy,KSEA,info,signal,"METAR: 6.7°C, max=6.7°C, bucket=44-45°F","{""prevBucket"": ""44-45°F""}",2026-03-24 13:18:51.952338+00
45,ruth-metar-lfpg-20260324-131851952,wendy,LFPG,info,signal,"METAR: 18°C, max=18°C, bucket=18°C","{""prevBucket"": ""18°C""}",2026-03-24 13:18:51.954384+00
46,ruth-metar-cyyz-20260324-131851955,wendy,CYYZ,info,signal,"METAR: -2°C, max=-2°C, bucket=-2°C","{""prevBucket"": ""-2°C""}",2026-03-24 13:18:51.958699+00
47,ruth-pws-kmia-20260324-131950435,wendy,KMIA,info,signal,"PWS anticipation: MODERATE (score=0.534), METAR 69.1°F → estimated 69.8°F, bucket 68-69°F → 70-71°F","{""gap"": ""0.59"", ""conf"": ""1.00"", ""ramp"": ""0.00"", ""score"": 0.5337499999999993, ""current"": ""68-69°F"", ""predicted"": ""70-71°F"", ""tEstimated"": ""21.02""}",2026-03-24 13:19:50.446772+00
48,ruth-pws-lfpg-20260324-131951103,wendy,LFPG,info,signal,"PWS anticipation: MODERATE (score=0.513), METAR 18.0°C → estimated 17.4°C, bucket 18°C → 17°C","{""gap"": ""0.50"", ""conf"": ""1.00"", ""ramp"": ""-3.03"", ""score"": 0.5125000000000001, ""current"": ""18°C"", ""predicted"": ""17°C"", ""tEstimated"": ""17.39""}",2026-03-24 13:19:51.105902+00
49,ruth-pws-kmia-20260324-132050371,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.759), METAR 69.1°F → estimated 71.5°F, bucket 68-69°F → 72-73°F","{""gap"": ""0.71"", ""conf"": ""1.00"", ""ramp"": ""2.85"", ""score"": 0.75875, ""current"": ""68-69°F"", ""predicted"": ""72-73°F"", ""tEstimated"": ""21.95""}",2026-03-24 13:20:50.384328+00
50,ruth-pws-cyyz-20260324-132051211,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.554), METAR -2.0°C → estimated -1.0°C, bucket -2°C → -1°C","{""gap"": ""0.39"", ""conf"": ""0.67"", ""ramp"": ""2.86"", ""score"": 0.5541666666666669, ""current"": ""-2°C"", ""predicted"": ""-1°C"", ""tEstimated"": ""-1.01""}",2026-03-24 13:20:51.215801+00
51,ruth-pws-cyyz-20260324-132051211,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated -1.0°C, bucket -1°C, price 0.00",,2026-03-24 13:20:51.238277+00
52,ruth-pws-kord-20260324-132149973,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.762), METAR 32.0°F → estimated 34.0°F, bucket 32-33°F → 34-35°F","{""gap"": ""0.72"", ""conf"": ""1.00"", ""ramp"": ""1.69"", ""score"": 0.7624999999999997, ""current"": ""32-33°F"", ""predicted"": ""34-35°F"", ""tEstimated"": ""1.09""}",2026-03-24 13:21:49.985322+00
53,ruth-pws-klga-20260324-132150131,wendy,KLGA,info,signal,"PWS anticipation: STRONG (score=0.780), METAR 36.0°F → estimated 38.8°F, bucket 36-37°F → 38-39°F","{""gap"": ""0.80"", ""conf"": ""1.00"", ""ramp"": ""3.38"", ""score"": 0.7799999999999998, ""current"": ""36-37°F"", ""predicted"": ""38-39°F"", ""tEstimated"": ""3.78""}",2026-03-24 13:21:50.135416+00
54,ruth-pws-klga-20260324-132150131,wendy,KLGA,info,guard,"PWS guards blocked: price_out_of_range | estimated 38.8°F, bucket 38-39°F, price 0.00",,2026-03-24 13:21:50.156711+00
55,ruth-pws-kmia-20260324-132150325,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.759), METAR 69.1°F → estimated 71.3°F, bucket 68-69°F → 70-71°F","{""gap"": ""0.71"", ""conf"": ""1.00"", ""ramp"": ""2.46"", ""score"": 0.75875, ""current"": ""68-69°F"", ""predicted"": ""70-71°F"", ""tEstimated"": ""21.83""}",2026-03-24 13:21:50.328573+00
56,ruth-pws-eglc-20260324-132150684,wendy,EGLC,info,signal,"PWS anticipation: WEAK (score=0.108), METAR 13.0°C → estimated 12.5°C, bucket 13°C → 12°C","{""gap"": ""-0.11"", ""conf"": ""0.33"", ""ramp"": ""-1.69"", ""score"": 0.10833333333333382, ""current"": ""13°C"", ""predicted"": ""12°C"", ""tEstimated"": ""12.47""}",2026-03-24 13:21:50.686705+00
57,ruth-pws-lfpg-20260324-132150870,wendy,LFPG,info,signal,"PWS anticipation: STRONG (score=0.722), METAR 18.0°C → estimated 18.6°C, bucket 18°C → 19°C","{""gap"": ""0.61"", ""conf"": ""1.00"", ""ramp"": ""0.92"", ""score"": 0.7224468386829465, ""current"": ""18°C"", ""predicted"": ""19°C"", ""tEstimated"": ""18.64""}",2026-03-24 13:21:50.873904+00
58,ruth-pws-lfpg-20260324-132150870,wendy,LFPG,info,trade,BUY attempt: 19°C @ 0.19,"{""amount"": 5, ""tokenId"": ""86030058571993767490459212341318577884474308624008053657194166750112634913196""}",2026-03-24 13:21:50.951658+00
59,ruth-pws-cyyz-20260324-132156200,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.579), METAR -2.0°C → estimated -0.6°C, bucket -2°C → -1°C","{""gap"": ""0.50"", ""conf"": ""0.67"", ""ramp"": ""4.09"", ""score"": 0.5791666666666668, ""current"": ""-2°C"", ""predicted"": ""-1°C"", ""tEstimated"": ""-0.61""}",2026-03-24 13:21:56.204511+00
60,ruth-pws-cyyz-20260324-132156200,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated -0.6°C, bucket -1°C, price 0.00",,2026-03-24 13:21:56.207783+00
61,ruth-pws-lfpg-20260324-132150870,wendy,LFPG,error,trade,BUY failed: Phantom: order delayed but size_matched=0,"{""bucket"": ""19°C""}",2026-03-24 13:22:21.511046+00
62,ruth-pws-kord-20260324-132250022,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.762), METAR 32.0°F → estimated 34.0°F, bucket 32-33°F → 34-35°F","{""gap"": ""0.72"", ""conf"": ""1.00"", ""ramp"": ""1.78"", ""score"": 0.7624999999999997, ""current"": ""32-33°F"", ""predicted"": ""34-35°F"", ""tEstimated"": ""1.11""}",2026-03-24 13:22:50.031073+00
63,ruth-pws-klga-20260324-132250182,wendy,KLGA,info,signal,"PWS anticipation: STRONG (score=0.830), METAR 36.0°F → estimated 40.4°F, bucket 36-37°F → 40-41°F","{""gap"": ""1.02"", ""conf"": ""1.00"", ""ramp"": ""5.83"", ""score"": 0.8299999999999996, ""current"": ""36-37°F"", ""predicted"": ""40-41°F"", ""tEstimated"": ""4.66""}",2026-03-24 13:22:50.18552+00
64,ruth-pws-klga-20260324-132250182,wendy,KLGA,info,guard,"PWS guards blocked: price_out_of_range | estimated 40.4°F, bucket 40-41°F, price 0.01",,2026-03-24 13:22:50.196118+00
65,ruth-pws-kmia-20260324-132250464,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.765), METAR 69.1°F → estimated 71.2°F, bucket 68-69°F → 70-71°F","{""gap"": ""0.73"", ""conf"": ""1.00"", ""ramp"": ""2.24"", ""score"": 0.7650000000000001, ""current"": ""68-69°F"", ""predicted"": ""70-71°F"", ""tEstimated"": ""21.79""}",2026-03-24 13:22:50.467894+00
66,ruth-pws-eglc-20260324-132250796,wendy,EGLC,info,signal,"PWS anticipation: WEAK (score=0.108), METAR 13.0°C → estimated 12.4°C, bucket 13°C → 12°C","{""gap"": ""-0.11"", ""conf"": ""0.33"", ""ramp"": ""-1.78"", ""score"": 0.10833333333333382, ""current"": ""13°C"", ""predicted"": ""12°C"", ""tEstimated"": ""12.44""}",2026-03-24 13:22:50.800007+00
67,ruth-pws-lfpg-20260324-132250997,wendy,LFPG,info,signal,"PWS anticipation: STRONG (score=0.750), METAR 18.0°C → estimated 18.9°C, bucket 18°C → 19°C","{""gap"": ""0.67"", ""conf"": ""1.00"", ""ramp"": ""1.61"", ""score"": 0.7499999999999996, ""current"": ""18°C"", ""predicted"": ""19°C"", ""tEstimated"": ""18.88""}",2026-03-24 13:22:51.004668+00
68,ruth-pws-lfpg-20260324-132250997,wendy,LFPG,info,trade,BUY attempt: 19°C @ 0.19,"{""amount"": 5, ""tokenId"": ""86030058571993767490459212341318577884474308624008053657194166750112634913196""}",2026-03-24 13:22:51.081641+00
69,ruth-pws-cyyz-20260324-132256187,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.579), METAR -2.0°C → estimated -0.7°C, bucket -2°C → -1°C","{""gap"": ""0.50"", ""conf"": ""0.67"", ""ramp"": ""3.67"", ""score"": 0.5791666666666668, ""current"": ""-2°C"", ""predicted"": ""-1°C"", ""tEstimated"": ""-0.73""}",2026-03-24 13:22:56.194436+00
70,ruth-pws-cyyz-20260324-132256187,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated -0.7°C, bucket -1°C, price 0.00",,2026-03-24 13:22:56.215317+00
71,ruth-pws-lfpg-20260324-132250997,wendy,LFPG,error,trade,BUY failed: Phantom: order delayed but size_matched=0,"{""bucket"": ""19°C""}",2026-03-24 13:23:21.511326+00
72,ruth-pws-kord-20260324-132349943,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.762), METAR 32.0°F → estimated 33.9°F, bucket 32-33°F → 34-35°F","{""gap"": ""0.72"", ""conf"": ""1.00"", ""ramp"": ""1.59"", ""score"": 0.7624999999999997, ""current"": ""32-33°F"", ""predicted"": ""34-35°F"", ""tEstimated"": ""1.06""}",2026-03-24 13:23:49.954032+00
73,ruth-pws-klga-20260324-132350102,wendy,KLGA,info,signal,"PWS anticipation: STRONG (score=0.830), METAR 36.0°F → estimated 40.4°F, bucket 36-37°F → 40-41°F","{""gap"": ""1.02"", ""conf"": ""1.00"", ""ramp"": ""5.88"", ""score"": 0.8299999999999996, ""current"": ""36-37°F"", ""predicted"": ""40-41°F"", ""tEstimated"": ""4.68""}",2026-03-24 13:23:50.106763+00
74,ruth-pws-klga-20260324-132350102,wendy,KLGA,info,guard,"PWS guards blocked: price_out_of_range | estimated 40.4°F, bucket 40-41°F, price 0.01",,2026-03-24 13:23:50.118407+00
75,ruth-pws-kmia-20260324-132350289,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.765), METAR 69.1°F → estimated 71.0°F, bucket 68-69°F → 70-71°F","{""gap"": ""0.73"", ""conf"": ""1.00"", ""ramp"": ""1.90"", ""score"": 0.7650000000000001, ""current"": ""68-69°F"", ""predicted"": ""70-71°F"", ""tEstimated"": ""21.68""}",2026-03-24 13:23:50.293369+00
76,ruth-pws-lfpg-20260324-132350958,wendy,LFPG,info,signal,"PWS anticipation: STRONG (score=0.775), METAR 18.0°C → estimated 19.2°C, bucket 18°C → 19°C","{""gap"": ""0.78"", ""conf"": ""1.00"", ""ramp"": ""2.44"", ""score"": 0.7750000000000001, ""current"": ""18°C"", ""predicted"": ""19°C"", ""tEstimated"": ""19.20""}",2026-03-24 13:23:50.964466+00
77,ruth-pws-lfpg-20260324-132350958,wendy,LFPG,info,trade,BUY attempt: 19°C @ 0.19,"{""amount"": 5, ""tokenId"": ""86030058571993767490459212341318577884474308624008053657194166750112634913196""}",2026-03-24 13:23:51.038908+00
78,ruth-pws-cyyz-20260324-132356339,wendy,CYYZ,info,signal,"PWS anticipation: STRONG (score=0.579), METAR -2.0°C → estimated -0.9°C, bucket -2°C → -1°C","{""gap"": ""0.50"", ""conf"": ""0.67"", ""ramp"": ""3.10"", ""score"": 0.5791666666666668, ""current"": ""-2°C"", ""predicted"": ""-1°C"", ""tEstimated"": ""-0.90""}",2026-03-24 13:23:56.344256+00
79,ruth-pws-cyyz-20260324-132356339,wendy,CYYZ,info,guard,"PWS guards blocked: price_out_of_range | estimated -0.9°C, bucket -1°C, price 0.00",,2026-03-24 13:23:56.345488+00
80,ruth-metar-eglc-20260324-132414400,wendy,EGLC,info,signal,"METAR: 13°C, max=13°C, bucket=13°C","{""prevBucket"": ""13°C""}",2026-03-24 13:24:14.419538+00
81,ruth-pws-lfpg-20260324-132350958,wendy,LFPG,error,trade,BUY failed: Phantom: order delayed but size_matched=0,"{""bucket"": ""19°C""}",2026-03-24 13:24:21.465667+00
82,ruth-pws-kord-20260324-132449992,wendy,KORD,info,signal,"PWS anticipation: STRONG (score=0.775), METAR 32.0°F → estimated 34.0°F, bucket 32-33°F → 34-35°F","{""gap"": ""0.78"", ""conf"": ""1.00"", ""ramp"": ""1.68"", ""score"": 0.7749999999999999, ""current"": ""32-33°F"", ""predicted"": ""34-35°F"", ""tEstimated"": ""1.13""}",2026-03-24 13:24:50.005376+00
83,ruth-pws-klga-20260324-132450189,wendy,KLGA,info,signal,"PWS anticipation: STRONG (score=0.830), METAR 36.0°F → estimated 40.1°F, bucket 36-37°F → 40-41°F","{""gap"": ""1.02"", ""conf"": ""1.00"", ""ramp"": ""5.36"", ""score"": 0.8299999999999996, ""current"": ""36-37°F"", ""predicted"": ""40-41°F"", ""tEstimated"": ""4.52""}",2026-03-24 13:24:50.193452+00
84,ruth-pws-klga-20260324-132450189,wendy,KLGA,info,guard,"PWS guards blocked: price_out_of_range | estimated 40.1°F, bucket 40-41°F, price 0.01",,2026-03-24 13:24:50.205045+00
85,ruth-pws-kmia-20260324-132450389,wendy,KMIA,info,signal,"PWS anticipation: STRONG (score=0.777), METAR 69.1°F → estimated 71.1°F, bucket 68-69°F → 70-71°F","{""gap"": ""0.79"", ""conf"": ""1.00"", ""ramp"": ""1.90"", ""score"": 0.7774999999999999, ""current"": ""68-69°F"", ""predicted"": ""70-71°F"", ""tEstimated"": ""21.72""}",2026-03-24 13:24:50.393166+00
86,ruth-pws-lfpg-20260324-132450877,wendy,LFPG,info,signal,"PWS anticipation: STRONG (score=0.788), METAR 18.0°C → estimated 19.4°C, bucket 18°C → 19°C","{""gap"": ""0.83"", ""conf"": ""1.00"", ""ramp"": ""2.85"", ""score"": 0.7875000000000005, ""current"": ""18°C"", ""predicted"": ""19°C"", ""tEstimated"": ""19.35""}",2026-03-24 13:24:50.881745+00
87,ruth-pws-lfpg-20260324-132450877,wendy,LFPG,info,trade,BUY attempt: 19°C @ 0.19,"{""amount"": 5, ""tokenId"": ""86030058571993767490459212341318577884474308624008053657194166750112634913196""}",2026-03-24 13:24:50.95232+00
88,ruth-pws-cyyz-20260324-132456115,wendy,CYYZ,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:24:56.143689+00
89,ruth-pws-ksea-20260324-132549874,wendy,KSEA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:25:49.902801+00
90,ruth-pws-kdal-20260324-132550137,wendy,KDAL,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:25:50.142311+00
91,ruth-pws-kord-20260324-132550395,wendy,KORD,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:25:50.399859+00
92,ruth-pws-klga-20260324-132550620,wendy,KLGA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:25:50.623748+00
93,ruth-pws-kmia-20260324-132550798,wendy,KMIA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:25:50.801649+00
94,ruth-pws-katl-20260324-132550988,wendy,KATL,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:25:50.99234+00
95,ruth-pws-eglc-20260324-132551232,wendy,EGLC,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:25:51.235275+00
96,ruth-pws-lfpg-20260324-132551492,wendy,LFPG,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:25:51.496247+00
97,ruth-pws-cyyz-20260324-132551738,wendy,CYYZ,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:25:51.742541+00
98,ruth-pws-ksea-20260324-132649626,wendy,KSEA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:26:49.652852+00
99,ruth-pws-kdal-20260324-132649780,wendy,KDAL,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:26:49.782864+00
100,ruth-pws-kord-20260324-132649932,wendy,KORD,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:26:49.935868+00
101,ruth-pws-klga-20260324-132650115,wendy,KLGA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:26:50.119571+00
102,ruth-pws-kmia-20260324-132650288,wendy,KMIA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:26:50.291152+00
103,ruth-pws-katl-20260324-132650463,wendy,KATL,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:26:50.466903+00
104,ruth-pws-eglc-20260324-132650678,wendy,EGLC,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:26:50.681957+00
105,ruth-pws-lfpg-20260324-132650840,wendy,LFPG,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:26:50.844369+00
106,ruth-pws-cyyz-20260324-132650993,wendy,CYYZ,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:26:50.998105+00
107,ruth-pws-ksea-20260324-132749688,wendy,KSEA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:27:49.702243+00
108,ruth-pws-kdal-20260324-132749878,wendy,KDAL,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:27:49.881395+00
109,ruth-pws-kord-20260324-132750092,wendy,KORD,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:27:50.096093+00
110,ruth-pws-klga-20260324-132750341,wendy,KLGA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:27:50.344813+00
111,ruth-pws-kmia-20260324-132750525,wendy,KMIA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:27:50.52957+00
112,ruth-pws-katl-20260324-132750715,wendy,KATL,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:27:50.718214+00
113,ruth-pws-eglc-20260324-132750926,wendy,EGLC,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:27:50.929001+00
114,ruth-pws-lfpg-20260324-132751168,wendy,LFPG,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:27:51.17249+00
115,ruth-pws-cyyz-20260324-132751391,wendy,CYYZ,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:27:51.394023+00
116,ruth-pws-ksea-20260324-132849650,wendy,KSEA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:28:49.6669+00
117,ruth-pws-kdal-20260324-132849823,wendy,KDAL,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:28:49.826248+00
118,ruth-pws-kord-20260324-132849979,wendy,KORD,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:28:49.982222+00
119,ruth-pws-klga-20260324-132850165,wendy,KLGA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:28:50.168868+00
120,ruth-pws-kmia-20260324-132850343,wendy,KMIA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:28:50.346293+00
121,ruth-pws-katl-20260324-132850504,wendy,KATL,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:28:50.507662+00
122,ruth-pws-eglc-20260324-132850696,wendy,EGLC,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:28:50.69967+00
123,ruth-pws-lfpg-20260324-132850888,wendy,LFPG,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:28:50.891564+00
124,ruth-pws-cyyz-20260324-132851102,wendy,CYYZ,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:28:51.105781+00
125,ruth-pws-ksea-20260324-132949677,wendy,KSEA,debug,signal,"No confirmed METAR yet, skipping PWS anticipation",,2026-03-24 13:29:49.691603+00
